id,host_id,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,log_precios
20170372,143554049,11.59,40.70061,-73.911,2,78,3,60,1,291,4.356708826689592
20170965,22375303,41.11,40.68185,-73.9306,2,65,1,87,2,254,4.174387269895637
20171018,50688724,41.11,40.70639,-73.95552,2,55,3,58,2,298,4.007333185232471
20171179,141141822,44.31,40.81078,-73.94482,2,63,3,50,1,315,4.143134726391533
20171270,124860677,11.59,40.75686,-73.81327,2,43,2,65,6,364,3.7612001156935624
20171578,126641287,44.31,40.76505,-73.98757,2,140,2,54,1,0,4.941642422609304
20171599,740812,2.23,40.83758,-73.84382,1,72,2,35,2,129,4.276666119016055
20171625,75360607,11.59,40.74026,-73.92517,1,199,4,63,2,61,5.293304824724492
20173075,4609956,41.11,40.68305,-73.95753,2,90,2,55,3,110,4.499809670330265
20173308,62843071,11.59,40.69606,-73.85226,2,55,1,86,4,248,4.007333185232471
20173894,87988,41.11,40.68201,-73.99535,1,120,3,2,2,0,4.787491742782046
20173955,67754093,44.31,40.72013,-73.9922,1,135,14,0,1,0,4.90527477843843
20173972,4609956,41.11,40.68438,-73.95688,2,80,2,64,3,116,4.382026634673881
20174127,2778578,44.31,40.77553,-73.9539,2,154,4,5,1,27,5.0369526024136295
20174221,22373916,44.31,40.77841,-73.97968,1,175,7,2,1,0,5.1647859739235145
20174551,143603020,44.31,40.812,-73.94189,1,80,5,5,1,0,4.382026634673881
20174811,22645955,41.11,40.69786,-73.91362,2,50,20,3,1,2,3.912023005428146
20175117,143610690,44.31,40.77255,-73.95457,1,125,1,131,1,220,4.8283137373023015
20175518,6658169,41.11,40.63907,-73.97399,1,150,2,0,1,0,5.0106352940962555
20175580,3370543,44.31,40.75747,-73.99039,2,174,3,17,1,65,5.159055299214529
20175751,93751838,41.11,40.70575,-73.92193,2,40,1,4,1,0,3.6888794541139363
20176000,142447586,2.23,40.88032,-73.85877,2,45,3,33,4,325,3.8066624897703196
20176191,6971106,44.31,40.79938,-73.97057,2,100,5,0,2,0,4.605170185988092
20176653,143631031,41.11,40.70135,-73.92402,2,50,2,31,1,0,3.912023005428146
20177584,712992,41.11,40.72025,-73.9436,1,115,1,92,1,33,4.74493212836325
20182193,50740281,44.31,40.73686,-73.99349,1,175,5,0,1,0,5.1647859739235145
20183458,11297009,44.31,40.81574,-73.95261,1,130,1,35,4,361,4.867534450455582
20183579,113682832,11.59,40.69765,-73.8114,1,63,3,14,2,257,4.143134726391533
20183695,124046841,41.11,40.67714,-73.96437,1,130,2,0,1,0,4.867534450455582
20183883,76626328,44.31,40.76336,-73.98646,1,275,2,86,1,137,5.616771097666572
20184035,143700620,44.31,40.80942,-73.95246,1,130,3,40,1,275,4.867534450455582
20184562,61862775,44.31,40.72698,-73.98649,1,154,3,2,1,0,5.0369526024136295
20185035,133773191,41.11,40.72677,-73.94578,2,43,2,153,1,14,3.7612001156935624
20185442,48685877,41.11,40.62707,-74.02817,3,225,3,1,1,87,5.41610040220442
20186021,94113622,41.11,40.68252,-73.90651,2,60,3,2,2,165,4.0943445622221
20186030,137625836,11.59,40.74082,-73.91874,2,60,4,3,1,0,4.0943445622221
20186673,143725871,44.31,40.77987,-73.94804,1,180,1,3,1,0,5.19295685089021
20186834,4609956,41.11,40.68249,-73.95683,2,150,2,5,3,102,5.0106352940962555
20186887,26823131,41.11,40.68674,-74.00073,1,169,1,11,1,0,5.1298987149230735
20187293,60839109,41.11,40.67118,-73.86821,1,83,1,42,1,348,4.418840607796598
20187779,107272884,11.59,40.69584,-73.84727,2,40,1,59,4,354,3.6888794541139363
20188527,2994103,11.59,40.77614,-73.91324,2,75,2,2,1,0,4.31748811353631
20188787,83550011,41.11,40.67015,-73.95662,1,89,2,8,1,0,4.48863636973214
20188905,8345393,41.11,40.66563,-73.98669,1,150,2,3,1,0,5.0106352940962555
20189290,16534981,41.11,40.679,-73.91078,1,68,30,11,5,332,4.219507705176107
20189718,26490904,44.31,40.76149,-73.97536,1,200,30,5,4,280,5.298317366548036
20190053,25415637,41.11,40.68356,-74.00301,1,144,1,11,1,0,4.969813299576001
20190343,52425281,41.11,40.68614,-73.99082,1,150,4,0,1,0,5.0106352940962555
20190580,11713422,44.31,40.72967,-73.98595,2,75,2,2,2,0,4.31748811353631
20190740,5083652,41.11,40.68956,-73.93853,1,150,2,6,1,4,5.0106352940962555
20191216,143768763,44.31,40.78612,-73.95359,2,105,3,29,1,75,4.653960350157523
20191868,26490904,44.31,40.76255,-73.97453,1,350,30,2,4,332,5.857933154483459
20191974,7116018,41.11,40.71041,-73.95773,1,200,3,0,1,0,5.298317366548036
20191991,16534981,41.11,40.68133,-73.90947,1,150,28,3,5,312,5.0106352940962555
20192860,103488282,11.59,40.74555,-73.92139,2,98,1,106,5,123,4.584967478670572
20193058,16534981,41.11,40.67925,-73.91017,1,122,28,7,5,226,4.804021044733257
20193790,143796248,41.11,40.71029,-73.95148,2,90,1,1,1,0,4.499809670330265
20193830,1294005,41.11,40.68828,-73.96215,1,450,2,5,1,0,6.1092475827643655
20194264,59359620,11.59,40.78083,-73.91145,1,125,2,0,1,0,4.8283137373023015
20194342,70418696,44.31,40.78757,-73.95089,2,185,2,98,1,103,5.220355825078324
20194454,136676366,44.31,40.75155,-73.97356,2,359,3,0,1,0,5.883322388488279
20194665,139867352,11.59,40.78088,-73.90819,2,39,1,178,2,327,3.6635616461296463
20194791,58403098,11.59,40.73676,-73.92756,2,65,2,72,3,98,4.174387269895637
20194913,76359133,11.59,40.7385,-73.79241,2,60,1,100,3,311,4.0943445622221
20194954,13462855,41.11,40.68004,-73.93928,1,170,3,62,2,280,5.135798437050262
20195496,5775499,41.11,40.68115,-73.90999,2,60,5,11,1,0,4.0943445622221
20195539,143817547,44.31,40.78809,-73.94319,1,200,7,3,1,0,5.298317366548036
20196339,7097558,11.59,40.66941,-73.79148,1,50,1,310,2,23,3.912023005428146
20196464,135940325,44.31,40.77692,-73.98111,1,206,5,0,1,0,5.327876168789581
20196860,73028890,11.59,40.75645,-73.91458,2,50,4,1,1,0,3.912023005428146
20202650,120762452,44.31,40.74847,-73.97562,1,222,30,1,50,365,5.402677381872279
20202971,120762452,44.31,40.74947,-73.9761,1,175,30,3,50,342,5.1647859739235145
20203086,89893236,41.11,40.66156,-73.94706,1,90,1,81,1,35,4.499809670330265
20203433,9592775,41.11,40.66729,-73.98359,1,196,2,93,1,154,5.278114659230517
20204055,22541573,44.31,40.73895,-73.9997,1,170,30,1,87,278,5.135798437050262
20204527,131035061,11.59,40.74654,-73.91842,2,70,3,91,2,75,4.248495242049359
20204751,10768801,44.31,40.72553,-74.00002,1,899,3,5,1,161,6.80128303447162
20205846,103488282,11.59,40.74572,-73.92198,2,78,1,74,5,88,4.356708826689592
20205958,143908925,44.31,40.76549,-73.98166,1,399,3,1,1,0,5.988961416889864
20206499,4281324,44.31,40.80445,-73.96649,1,120,6,1,1,0,4.787491742782046
20206733,58353872,41.11,40.71987,-73.96141,2,55,5,4,1,0,4.007333185232471
20206749,3402375,41.11,40.73038,-73.95548,1,189,1,0,1,0,5.241747015059643
20207132,445894,41.11,40.60106,-74.00933,1,95,2,2,2,0,4.553876891600541
20207945,52166457,11.59,40.74715,-73.94605,2,70,2,6,1,0,4.248495242049359
20208354,8773518,41.11,40.68564,-73.94508,2,60,2,9,3,72,4.0943445622221
20208787,39808438,41.11,40.68817,-73.91523,2,45,2,31,5,0,3.8066624897703196
20209878,56985517,41.11,40.67334,-73.94099,1,120,2,48,1,227,4.787491742782046
20210285,131684478,0.76,40.63291,-74.11749,2,37,2,25,3,306,3.6109179126442243
20211113,15675912,41.11,40.65673,-73.96058,1,125,4,4,1,0,4.8283137373023015
20211737,61649734,41.11,40.6902,-73.91515,2,50,1,61,2,9,3.912023005428146
20212025,7248357,41.11,40.68537,-73.9329,1,75,2,1,1,0,4.31748811353631
20212322,83786650,44.31,40.76143,-73.96103,1,80,30,2,8,311,4.382026634673881
20212531,10254539,41.11,40.66426,-73.95773,2,60,1,9,1,0,4.0943445622221
20212707,143979484,44.31,40.84532,-73.93814,2,68,3,34,2,253,4.219507705176107
20213045,2678122,41.11,40.71687,-73.95012,1,300,5,5,3,31,5.703782474656201
20213442,7285042,41.11,40.67586,-73.9504,2,75,3,5,1,0,4.31748811353631
20213659,107915864,11.59,40.66778,-73.85345,2,89,1,5,4,317,4.48863636973214
20213732,6927464,41.11,40.67377,-73.95398,2,53,1,0,1,0,3.970291913552122
20213973,139357580,11.59,40.77368,-73.90499,2,62,2,95,8,327,4.127134385045092
20214413,143807664,41.11,40.68606,-73.93861,1,100,3,50,1,96,4.605170185988092
20215712,144013169,44.31,40.73552,-74.00554,1,300,3,19,1,12,5.703782474656201
20216170,144017474,41.11,40.73639,-73.95342,1,83,1,85,2,0,4.418840607796598
20216401,12999475,41.11,40.70032,-73.91684,2,60,1,2,1,0,4.0943445622221
20216511,132735454,41.11,40.69549,-73.91838,2,30,1,4,1,0,3.4011973816621555
20218990,23267477,11.59,40.75482,-73.89369,1,118,2,119,1,87,4.770684624465665
20223912,13032983,41.11,40.71703,-73.94298,1,150,5,1,1,0,5.0106352940962555
20223927,12302023,41.11,40.72509,-73.95418,2,92,6,48,1,43,4.5217885770490405
20224936,35894876,41.11,40.72505,-73.94449,1,99,1,114,1,255,4.59511985013459
20227210,1553230,41.11,40.67635,-73.97113,1,124,2,9,1,0,4.820281565605037
20227428,18996093,11.59,40.75794,-73.72956,2,45,1,12,5,133,3.8066624897703196
20227482,122120711,41.11,40.70745,-73.94484,1,175,4,2,1,0,5.1647859739235145
20228284,132342343,44.31,40.81246,-73.94906,1,147,2,64,1,72,4.990432586778736
20228476,93220722,41.11,40.6762,-73.9617,1,75,2,1,1,72,4.31748811353631
20230482,144138036,11.59,40.69167,-73.75495,1,99,2,54,1,267,4.59511985013459
20230778,30852228,11.59,40.755,-73.82333,1,120,1,2,1,0,4.787491742782046
20230917,67444730,41.11,40.69562,-73.95107,2,47,5,5,2,0,3.8501476017100584
20231046,313079,41.11,40.69426,-73.90785,1,157,3,70,1,223,5.056245805348308
20231480,94214493,41.11,40.65593,-73.91798,2,80,7,5,9,206,4.382026634673881
20231737,2065453,41.11,40.6775,-73.95404,2,69,1,7,3,0,4.23410650459726
20231900,4581681,41.11,40.63646,-73.96484,1,250,2,58,1,312,5.521460917862246
20231901,654586,44.31,40.72982,-74.00034,1,175,2,25,1,64,5.1647859739235145
20232745,120231560,2.23,40.85634,-73.86633,2,45,2,21,1,280,3.8066624897703196
20233308,142235171,44.31,40.85598,-73.93427,1,80,2,18,1,0,4.382026634673881
20234416,43424825,41.11,40.70955,-73.9491,1,217,3,24,1,14,5.37989735354046
20234674,143977790,44.31,40.77751,-73.95198,1,129,2,25,1,0,4.859812404361672
20235361,144197377,44.31,40.79873,-73.93263,1,199,1,34,1,0,5.293304824724492
20235591,144200262,2.23,40.90734,-73.90137,2,119,3,0,1,0,4.77912349311153
20235608,109884885,41.11,40.69716,-73.91447,1,195,2,4,1,0,5.272999558563747
20235701,87814281,44.31,40.83103,-73.94653,2,80,1,0,2,0,4.382026634673881
20235849,25860768,44.31,40.78078,-73.95301,1,126,2,45,1,0,4.836281906951478
20235984,34821813,41.11,40.70115,-73.9212,2,55,6,0,1,0,4.007333185232471
20237047,14853570,41.11,40.65967,-73.96242,1,100,2,0,1,0,4.605170185988092
20242938,166634,41.11,40.66192,-73.91371,2,59,2,34,5,0,4.07753744390572
20243718,144275900,44.31,40.80024,-73.96826,2,51,7,2,1,0,3.9318256327243257
20243875,6760095,41.11,40.70089,-73.9273,2,250,2,0,1,260,5.521460917862246
20245126,9450203,41.11,40.67215,-73.94831,2,150,1,2,1,177,5.0106352940962555
20245130,25233493,41.11,40.71352,-73.96148,1,800,30,29,2,0,6.684611727667927
20245577,20850336,44.31,40.77621,-73.98054,2,140,1,13,1,54,4.941642422609304
20248246,74314960,41.11,40.69156,-73.94359,2,95,5,1,2,0,4.553876891600541
20249492,144310942,44.31,40.74416,-73.99017,1,600,2,41,1,174,6.396929655216146
20250864,144317997,44.31,40.74648,-73.99286,2,40,3,23,1,0,3.6888794541139363
20253164,103488282,11.59,40.74739,-73.92058,2,85,1,115,5,76,4.442651256490317
20253237,140299690,44.31,40.8204,-73.94652,1,150,3,18,1,4,5.0106352940962555
20254247,67444730,41.11,40.69444,-73.95116,2,60,30,2,2,0,4.0943445622221
20255084,144347177,44.31,40.76326,-73.95967,1,149,5,0,1,0,5.003946305945459
20255158,45451027,41.11,40.67651,-73.95877,2,40,6,4,1,0,3.6888794541139363
20256027,20729779,44.31,40.74195,-73.97826,2,69,1,16,1,0,4.23410650459726
20257297,4220261,44.31,40.71332,-74.00643,1,300,2,0,1,89,5.703782474656201
20257357,144376495,41.11,40.68796,-73.99997,1,149,3,2,1,0,5.003946305945459
20257840,60293337,44.31,40.77667,-73.95335,2,120,1,89,1,149,4.787491742782046
20260218,144406701,41.11,40.69201,-73.92364,2,40,9,2,1,0,3.6888794541139363
20261316,42435903,44.31,40.79093,-73.97528,1,270,7,0,1,0,5.598421958998375
20263109,44298161,44.31,40.70676,-74.00612,1,200,3,14,1,10,5.298317366548036
20263650,170094,44.31,40.79272,-73.97519,1,120,3,6,1,0,4.787491742782046
20264224,107420184,41.11,40.67169,-73.9326,2,50,3,28,1,93,3.912023005428146
20265104,9121940,44.31,40.73574,-74.00121,1,290,14,0,1,341,5.66988092298052
20265425,101369464,41.11,40.60848,-73.97703,1,100,2,115,1,323,4.605170185988092
20265742,8280982,41.11,40.68151,-73.94827,1,250,3,1,1,133,5.521460917862246
20267865,58403098,11.59,40.73726,-73.92775,2,45,3,58,3,97,3.8066624897703196
20268134,10414799,41.11,40.69074,-73.93696,1,85,5,6,2,5,4.442651256490317
20269650,144509624,44.31,40.76551,-73.9873,1,300,1,139,1,265,5.703782474656201
20269743,68724048,11.59,40.77773,-73.90719,2,35,1,3,1,0,3.5553480614894135
20271220,634346,44.31,40.79629,-73.94913,2,55,7,0,1,0,4.007333185232471
20271739,147513,41.11,40.67949,-73.98666,1,225,2,113,2,67,5.41610040220442
20274278,72375507,41.11,40.60954,-73.95966,1,78,4,5,1,82,4.356708826689592
20275223,89985620,41.11,40.62187,-73.93079,2,49,2,58,3,311,3.8918202981106265
20275670,48146336,44.31,40.76152,-73.99388,1,130,30,4,20,332,4.867534450455582
20277166,10217532,41.11,40.64844,-73.96726,1,115,5,4,1,3,4.74493212836325
20277675,1699505,41.11,40.68358,-73.9627,2,59,3,2,1,0,4.07753744390572
20278184,28455413,41.11,40.68609,-73.91525,2,32,1,5,2,0,3.4657359027997265
20278421,22899202,41.11,40.68838,-73.92208,2,45,2,10,2,34,3.8066624897703196
20279672,2514859,41.11,40.68855,-73.95137,2,70,2,2,2,0,4.248495242049359
20279691,21340955,41.11,40.65198,-73.96078,1,99,3,2,3,311,4.59511985013459
20279823,43121487,11.59,40.7355,-73.90064,1,105,3,71,1,285,4.653960350157523
20280692,46407533,11.59,40.78182,-73.91248,1,160,5,2,1,0,5.075173815233827
20281546,52251632,44.31,40.80711,-73.95826,1,114,1,1,1,0,4.736198448394496
20282225,144647925,41.11,40.6867,-73.94212,2,55,3,8,1,0,4.007333185232471
20282957,31687922,11.59,40.7612,-73.8214,1,120,1,104,1,90,4.787491742782046
20283433,7714461,41.11,40.71389,-73.95103,2,55,7,19,2,151,4.007333185232471
20283488,9430316,11.59,40.7641,-73.91879,2,160,2,1,1,0,5.075173815233827
20284068,32905351,41.11,40.67423,-73.95737,1,110,2,31,1,4,4.700480365792417
20284463,42154911,44.31,40.83082,-73.94677,2,60,4,2,2,13,4.0943445622221
20284711,48146336,44.31,40.76163,-73.99335,1,130,30,4,20,310,4.867534450455582
20285167,118267672,44.31,40.76609,-73.99396,3,115,1,94,1,7,4.74493212836325
20285257,20279155,44.31,40.7134,-73.99069,1,150,1,0,1,0,5.0106352940962555
20285258,1457505,41.11,40.6765,-73.98205,1,100,4,0,1,0,4.605170185988092
20286116,115415316,41.11,40.70515,-73.92349,2,85,2,5,2,0,4.442651256490317
20286743,140057330,11.59,40.74247,-73.88949,2,55,1,61,7,57,4.007333185232471
20286744,48076117,41.11,40.6739,-73.93372,2,55,1,63,2,30,4.007333185232471
20287051,13872573,44.31,40.70781,-74.00051,2,90,2,3,1,0,4.499809670330265
20287322,90130659,44.31,40.71261,-73.99609,2,80,7,0,1,0,4.382026634673881
20291879,33028687,41.11,40.69132,-73.94494,2,150,2,6,1,0,5.0106352940962555
20292523,40321516,44.31,40.72206,-73.99497,1,350,5,1,1,0,5.857933154483459
20294316,138006255,41.11,40.63601,-73.91503,2,110,1,1,2,365,4.700480365792417
20296968,28340376,44.31,40.76125,-73.99299,1,164,2,85,1,0,5.099866427824199
20297560,13989494,11.59,40.69557,-73.9043,2,42,2,1,1,0,3.7376696182833684
20299266,117677214,44.31,40.73103,-74.00319,1,325,5,47,1,310,5.783825182329737
20300137,19635760,44.31,40.72526,-73.98128,1,140,3,6,1,0,4.941642422609304
20302205,38266438,11.59,40.70216,-73.89944,1,75,10,1,1,0,4.31748811353631
20303322,104836016,41.11,40.6421,-73.98171,2,66,2,14,4,180,4.189654742026425
20304193,104836016,41.11,40.64007,-73.98011,2,66,2,29,4,170,4.189654742026425
20304291,12213641,44.31,40.80196,-73.93627,2,95,1,35,2,15,4.553876891600541
20304654,7225691,44.31,40.72268,-73.9893,2,115,1,179,2,326,4.74493212836325
20304656,23741614,44.31,40.80416,-73.95557,2,60,7,0,1,0,4.0943445622221
20305160,1715301,0.76,40.59546,-74.06092,1,800,7,0,3,365,6.684611727667927
20305451,48704899,41.11,40.67481,-73.97258,1,200,3,41,1,1,5.298317366548036
20305686,144841101,11.59,40.76406,-73.90959,2,112,7,0,1,0,4.718498871295094
20305785,144833193,11.59,40.70491,-73.83614,1,100,2,0,1,0,4.605170185988092
20306155,133810925,11.59,40.66524,-73.73283,2,84,1,89,3,356,4.430816798843313
20306217,133810925,11.59,40.66458,-73.73464,2,62,1,144,3,0,4.127134385045092
20306472,442106,41.11,40.69256,-73.96058,2,35,1,5,1,0,3.5553480614894135
20306746,133810925,11.59,40.664,-73.733,2,62,1,129,3,354,4.127134385045092
20308253,27098685,11.59,40.745,-73.94951,1,115,5,1,1,0,4.74493212836325
20308615,67223829,2.23,40.82406,-73.8934,1,155,3,13,1,285,5.043425116919247
20308703,144868702,41.11,40.69072,-73.92674,1,165,3,1,1,0,5.10594547390058
20308833,57670550,41.11,40.66872,-73.93451,2,60,3,6,2,0,4.0943445622221
20308927,24945340,41.11,40.67447,-73.97605,1,400,2,7,1,14,5.991464547107982
20309089,101776118,41.11,40.62493,-74.02837,1,90,1,92,1,312,4.499809670330265
20309202,10196765,44.31,40.71035,-74.01722,2,90,1,9,1,0,4.499809670330265
20309353,7344404,41.11,40.71237,-73.9598,2,75,4,6,1,0,4.31748811353631
20309605,4412976,44.31,40.72015,-74.00435,1,1500,3,2,1,186,7.313220387090301
20311253,10373779,41.11,40.68883,-73.94821,2,55,3,3,2,0,4.007333185232471
20314852,144863286,44.31,40.8173,-73.95571,2,120,1,0,1,180,4.787491742782046
20316497,131826530,2.23,40.88667,-73.91494,2,600,2,0,3,269,6.396929655216146
20319662,17555570,41.11,40.66882,-73.92245,2,72,1,92,12,102,4.276666119016055
20320826,4227812,41.11,40.68161,-73.95237,2,120,30,4,1,0,4.787491742782046
20321714,115844816,44.31,40.74819,-73.97201,1,200,6,2,1,341,5.298317366548036
20321803,1468617,41.11,40.69575,-73.96966,1,99,3,5,1,0,4.59511985013459
20322611,65875353,41.11,40.69095,-73.95017,2,40,2,0,1,0,3.6888794541139363
20322645,144992525,44.31,40.75879,-73.98155,1,185,3,5,1,0,5.220355825078324
20323803,55260292,44.31,40.72017,-73.98412,2,90,2,14,1,60,4.499809670330265
20325356,13300403,44.31,40.73372,-73.99704,1,615,4,42,1,117,6.421622267806518
20325804,145011016,44.31,40.70912,-74.00721,1,180,7,3,1,20,5.19295685089021
20325986,145013050,41.11,40.70423,-73.91595,2,75,1,3,1,0,4.31748811353631
20326252,135373362,11.59,40.70644,-73.76072,1,80,1,100,1,71,4.382026634673881
20326395,49704571,41.11,40.72074,-73.9432,1,90,30,4,8,125,4.499809670330265
20327659,127759523,44.31,40.73775,-73.98319,1,179,1,0,1,0,5.187385805840755
20328568,1533756,41.11,40.72106,-73.95974,1,269,5,1,1,0,5.594711379601839
20328884,10149880,41.11,40.67653,-73.9737,1,106,5,0,1,0,4.663439094112067
20329223,48984291,44.31,40.74075,-73.98162,2,110,14,0,1,283,4.700480365792417
20330081,131826530,2.23,40.88515,-73.91411,3,800,2,1,3,269,6.684611727667927
20330243,145048035,44.31,40.81545,-73.94613,2,60,1,2,1,0,4.0943445622221
20330822,20217572,44.31,40.79312,-73.96886,1,219,4,30,1,45,5.389071729816501
20331226,7202412,44.31,40.81748,-73.94484,1,150,5,52,4,113,5.0106352940962555
20331468,18121246,44.31,40.7856,-73.97539,1,289,3,3,1,0,5.666426688112432
20331502,51752582,44.31,40.7973,-73.9618,2,55,3,4,1,0,4.007333185232471
20331717,106445337,44.31,40.73891,-73.98295,2,139,2,1,1,0,4.9344739331306915
20331995,48032663,11.59,40.70171,-73.82991,1,65,2,95,1,105,4.174387269895637
20332555,143944704,44.31,40.76302,-73.98211,1,239,3,104,1,0,5.476463551931511
20332842,145072632,44.31,40.76181,-73.98865,2,110,3,111,2,128,4.700480365792417
20333200,683180,44.31,40.77345,-73.98774,2,89,10,10,1,248,4.48863636973214
20333831,145082728,41.11,40.67907,-73.94916,1,150,2,18,2,86,5.0106352940962555
20337158,32446721,11.59,40.74748,-73.8647,3,45,1,18,6,365,3.8066624897703196
20345108,137779917,44.31,40.81012,-73.95825,2,55,1,0,1,0,4.007333185232471
20346887,68598597,44.31,40.84684,-73.93252,2,55,1,22,2,91,4.007333185232471
20350538,76104209,44.31,40.73993,-74.00147,1,164,30,0,33,307,5.099866427824199
20350704,140641026,44.31,40.80419,-73.94792,3,65,1,1,1,365,4.174387269895637
20353880,17414475,41.11,40.68181,-74.00462,2,63,1,51,1,6,4.143134726391533
20355009,142289760,44.31,40.81698,-73.93968,2,70,1,9,1,89,4.248495242049359
20355471,13206384,41.11,40.73384,-73.95407,1,120,4,19,1,0,4.787491742782046
20356040,142878742,44.31,40.78828,-73.94385,2,82,1,163,3,75,4.406719247264253
20356256,145194995,44.31,40.72982,-73.98371,2,56,2,4,1,0,4.02535169073515
20356479,80028220,41.11,40.69072,-73.92531,2,80,1,4,1,0,4.382026634673881
20356506,127385071,44.31,40.7658,-73.99087,1,139,2,121,1,82,4.9344739331306915
20356797,127077398,11.59,40.67801,-73.8459,1,110,2,51,1,295,4.700480365792417
20356865,75199843,41.11,40.71327,-73.94763,2,60,2,3,1,90,4.0943445622221
20356917,145199414,44.31,40.80041,-73.95401,2,70,1,68,1,330,4.248495242049359
20357796,31736547,44.31,40.79148,-73.9446,2,69,1,58,2,26,4.23410650459726
20358824,145214508,41.11,40.69522,-73.94226,3,45,3,7,2,364,3.8066624897703196
20359408,144851882,44.31,40.73972,-73.97839,2,58,5,0,1,0,4.060443010546419
20361914,145234836,41.11,40.70258,-73.92466,2,110,5,0,1,358,4.700480365792417
20362110,145239999,44.31,40.81876,-73.93974,2,80,1,4,1,179,4.382026634673881
20362385,145241163,11.59,40.73744,-73.88136,2,51,2,38,1,28,3.9318256327243257
20363178,49539959,41.11,40.67287,-73.9105,2,50,4,67,2,0,3.912023005428146
20363207,46677826,44.31,40.76044,-73.99882,1,273,3,13,1,116,5.60947179518496
20364111,145257512,44.31,40.75599,-73.96769,1,212,3,95,1,239,5.356586274672012
20364240,87690038,41.11,40.67389,-73.93363,2,54,2,47,4,345,3.9889840465642745
20365504,41844294,41.11,40.68518,-73.99247,1,170,1,90,1,164,5.135798437050262
20373836,6933112,44.31,40.70874,-74.01342,2,102,1,0,2,0,4.624972813284271
20376152,145187951,41.11,40.68385,-73.95627,2,50,3,15,2,0,3.912023005428146
20379446,1843969,41.11,40.69445,-73.93828,2,85,2,11,1,164,4.442651256490317
20379828,11116177,41.11,40.68911,-73.94145,2,80,1,2,1,0,4.382026634673881
20381341,6263296,41.11,40.70182,-73.9188,2,50,1,3,1,0,3.912023005428146
20382522,13246721,44.31,40.8216,-73.93679,2,86,1,1,1,0,4.454347296253507
20384987,19045109,44.31,40.76122,-73.98583,2,136,3,0,1,0,4.912654885736052
20385039,142590597,41.11,40.67425,-73.87279,3,79,1,9,6,180,4.3694478524670215
20385260,13225047,41.11,40.72099,-73.96007,1,211,1,12,3,0,5.351858133476067
20385467,740812,2.23,40.8372,-73.84345,1,70,2,67,2,129,4.248495242049359
20386575,142590597,41.11,40.6746,-73.87293,3,159,1,7,6,180,5.0689042022202315
20387176,20540369,41.11,40.70031,-73.91718,2,55,1,0,1,0,4.007333185232471
20387244,142590597,41.11,40.67467,-73.87379,2,119,1,29,6,180,4.77912349311153
20387644,19924289,41.11,40.62267,-74.02989,1,120,4,45,1,44,4.787491742782046
20387815,41047066,44.31,40.81629,-73.94131,1,71,2,24,1,55,4.2626798770413155
20388056,46736568,44.31,40.73594,-73.97947,1,170,3,12,1,1,5.135798437050262
20389491,68011294,41.11,40.66583,-73.93563,1,70,30,4,1,61,4.248495242049359
20389872,50369101,41.11,40.71351,-73.96038,2,80,1,1,1,0,4.382026634673881
20390763,145391611,44.31,40.82744,-73.94707,2,50,2,86,1,97,3.912023005428146
20390786,145392038,44.31,40.72178,-73.98645,2,80,1,1,1,0,4.382026634673881
20392393,145398177,44.31,40.7433,-73.97919,1,129,2,75,1,29,4.859812404361672
20393120,29967049,44.31,40.78899,-73.94727,1,99,14,6,1,3,4.59511985013459
20394608,75749777,44.31,40.82094,-73.95366,2,49,16,1,1,0,3.8918202981106265
20394813,4102722,41.11,40.67988,-73.97375,1,125,1,2,1,0,4.8283137373023015
20394850,145328112,44.31,40.77002,-73.96183,1,150,7,1,1,0,5.0106352940962555
20395266,62167677,11.59,40.75461,-73.91903,2,30,4,4,2,0,3.4011973816621555
20395432,17126502,41.11,40.71279,-73.94154,1,144,4,10,1,43,4.969813299576001
20395608,131697576,2.23,40.83243,-73.88608,2,55,2,60,4,171,4.007333185232471
20395737,66993395,41.11,40.6837,-73.9511,1,170,5,53,3,267,5.135798437050262
20396246,57573249,44.31,40.81677,-73.93927,1,185,1,6,2,0,5.220355825078324
20400190,93411405,11.59,40.74282,-73.87655,1,120,6,8,2,0,4.787491742782046
20401541,3697130,44.31,40.72311,-73.98161,1,174,2,22,1,0,5.159055299214529
20403568,9217610,41.11,40.72642,-73.94574,1,125,3,50,2,91,4.8283137373023015
20404055,7433664,44.31,40.8459,-73.94219,2,60,1,1,1,0,4.0943445622221
20404264,44964062,44.31,40.7889,-73.9482,2,73,3,0,1,0,4.290459441148391
20405148,39469667,44.31,40.7577,-73.9662,2,105,1,142,1,38,4.653960350157523
20405868,43544395,41.11,40.61897,-74.03675,1,85,1,3,1,6,4.442651256490317
20405958,131647128,44.31,40.776,-73.98815,1,300,30,7,25,312,5.703782474656201
20406102,145518739,44.31,40.73496,-73.98723,2,150,2,57,3,149,5.0106352940962555
20406188,20954844,41.11,40.64419,-73.95947,2,130,1,0,1,0,4.867534450455582
20406627,108448613,11.59,40.75001,-73.87358,2,80,2,9,1,0,4.382026634673881
20406782,60350045,41.11,40.68557,-73.98537,1,140,7,31,2,0,4.941642422609304
20406982,57339374,41.11,40.64394,-73.99524,2,75,2,25,1,129,4.31748811353631
20407916,144602805,41.11,40.71041,-73.9663,1,300,2,34,1,239,5.703782474656201
20409753,1097545,44.31,40.72609,-73.97865,3,69,6,31,3,196,4.23410650459726
